bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
177	NM_018984	chr12	-	109176465	109251359	109181763	109251272	15	109176465,109186061,109192775,109194555,109196097,109198831,109200076,109201408,109203468,109205035,109210813,109212024,109217033,109246413,109251203,	109183020,109186605,109192976,109194702,109196144,109198960,109200170,109201603,109203534,109205104,109210935,109212089,109217137,109246454,109251359,	0	SSH1	cmpl	cmpl	0,2,2,2,0,0,2,2,2,2,0,1,2,0,0,
936	NM_001278216	chr17	+	46048321	46059152	46053256	46058868	12	46048321,46048727,46050884,46051296,46051765,46052879,46054077,46055197,46056194,46057958,46058528,46058802,	46048518,46048773,46051016,46051397,46052703,46053379,46054188,46055276,46056283,46058164,46058700,46059152,	0	CDK5RAP3	cmpl	cmpl	-1,-1,-1,-1,-1,0,0,0,1,0,2,0,
1087	NM_001242310	chrX	-	65815481	65835872	65819325	65835862	7	65815481,65819315,65819880,65822474,65824262,65824889,65835775,	65817935,65819708,65819937,65822639,65824348,65825068,65835872,	0	EDA2R	cmpl	cmpl	-1,1,1,1,2,0,0,
1626	NM_001097599	chr3	+	136537860	136574734	136573302	136574541	2	136537860,136573284,	136538205,136574734,	0	SLC35G2	cmpl	cmpl	-1,0,
816	NM_052888	chr17	+	30348154	30380519	30348165	30380347	12	30348154,30351729,30354787,30357674,30358396,30361928,30362583,30372718,30374779,30376120,30377021,30380284,	30349844,30351801,30354859,30357746,30358477,30362000,30362658,30372837,30374920,30376413,30377126,30380519,	0	LRRC37B	cmpl	cmpl	0,2,2,2,2,2,2,2,1,1,0,0,
683	NM_001099677	chr8	+	12869772	12887284	12878566	12879553	2	12869772,12878516,	12870302,12887284,	0	KIAA1456	cmpl	cmpl	-1,0,
983	NM_138792	chr15	-	52230221	52263998	52230352	52263942	12	52230221,52239488,52242004,52244040,52245325,52246677,52250938,52252095,52252835,52254585,52257945,52263884,	52230457,52239586,52242191,52244176,52245460,52246772,52251023,52252241,52252930,52254690,52258701,52263998,	0	LEO1	cmpl	cmpl	0,1,0,2,2,0,2,0,1,1,1,0,
199	NM_001164618	chrX	-	132669775	133119673	132670151	133119476	8	132669775,132730467,132795757,132826396,132833922,132887508,133087124,133119301,	132670321,132730627,132795878,132826522,132834056,132888203,133087238,133119673,	0	GPC3	cmpl	cmpl	1,0,2,2,0,1,1,0,
138	NR_015446	chr4	+	69048009	69078188	69078188	69078188	3	69048009,69051477,69078023,	69049221,69051601,69078188,	0	FTLP10	unk	unk	-1,-1,-1,
821	NM_001282328	chr22	-	30972611	31003000	30973032	30980655	17	30972611,30974823,30975123,30975737,30976039,30976557,30976998,30977320,30977514,30980351,30980532,30983272,30984007,30985177,30988118,31001400,31002795,	30973116,30974985,30975290,30975922,30976165,30976688,30977088,30977395,30977631,30980441,30980704,30983382,30984161,30985257,30988385,31001504,31003000,	0	PES1	cmpl	cmpl	0,0,1,2,2,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,
74	NM_001282326	chr17	-	1963132	1992055	1964785	1990458	7	1963132,1968366,1968761,1972071,1985103,1989018,1990368,	1964916,1968448,1968973,1972225,1985250,1989195,1992055,	0	SMG6	cmpl	cmpl	1,0,1,0,0,0,0,
825	NM_004847	chr6	+	31582993	31584798	31583888	31584287	3	31582993,31583297,31583446,	31583070,31583359,31584798,	0	AIF1	cmpl	cmpl	-1,-1,0,
862	NM_001195415	chr13	-	36342788	36429998	36348778	36429665	14	36342788,36362348,36367502,36379835,36382360,36383154,36384971,36396865,36401771,36402386,36410169,36413228,36428635,36429646,	36348836,36362422,36367616,36379916,36382457,36383232,36385105,36397012,36401891,36402444,36410278,36413313,36428730,36429998,	0	DCLK1	cmpl	cmpl	2,0,0,0,2,2,0,0,0,2,1,0,1,0,
882	NM_001195387	chr17	+	38975343	38992526	38990768	38991545	3	38975343,38989366,38990633,	38975422,38989451,38992526,	0	TMEM99	cmpl	cmpl	-1,-1,0,
1314	NM_001134658	chr10	+	95653729	95662491	95653790	95661247	3	95653729,95658327,95660508,	95653968,95658508,95662491,	0	SLC35G1	cmpl	cmpl	0,1,2,
1260	NM_181783	chr12	+	88536072	88593664	88542092	88589426	14	88536072,88542064,88547067,88548064,88553890,88554455,88560106,88566373,88568383,88569984,88582619,88584229,88586380,88588614,	88536264,88542281,88547286,88548164,88554006,88554628,88560359,88566522,88568504,88570096,88582723,88584399,88586607,88593664,	0	TMTC3	cmpl	cmpl	-1,0,0,0,1,0,2,0,2,0,1,0,2,1,
1734	NM_181776	chr5	-	150694538	150727151	150696377	150727021	10	150694538,150701606,150704846,150712784,150714889,150718620,150722448,150723070,150723737,150726857,	150696649,150701776,150705013,150712883,150715108,150718705,150722544,150723159,150723828,150727151,	0	SLC36A2	cmpl	cmpl	1,2,0,0,0,2,2,0,2,0,
1734	NM_181774	chr5	-	150655925	150683334	150656953	150682915	10	150655925,150660574,150663604,150664173,150666806,150667946,150672924,150675740,150678153,150682787,	150657222,150660744,150663771,150664272,150667025,150668031,150673020,150675829,150678244,150683334,	0	SLC36A3	cmpl	cmpl	1,2,0,0,0,2,2,0,2,0,
886	NM_181773	chr22	+	39493228	39500072	39496283	39499702	5	39493228,39496276,39497241,39497922,39499693,	39493348,39496433,39497509,39498047,39500072,	0	APOBEC3H	cmpl	cmpl	-1,0,0,1,0,
144	NM_001142444	chr15	-	74922898	74988386	74924952	74967465	8	74922898,74927749,74932806,74948073,74963795,74967301,74979431,74988220,	74925287,74927967,74932960,74948409,74964115,74967483,74979520,74988386,	0	EDC3	cmpl	cmpl	1,2,1,1,2,0,-1,-1,
144	NM_001142443	chr15	-	74922898	74988386	74924952	74967465	10	74922898,74927749,74932806,74948073,74963795,74967301,74969281,74979431,74985226,74988220,	74925287,74927967,74932960,74948409,74964115,74967483,74969363,74979520,74985359,74988386,	0	EDC3	cmpl	cmpl	1,2,1,1,2,0,-1,-1,-1,-1,
719	NM_177405	chr22	-	17659679	17680673	17662372	17680468	7	17659679,17662709,17663493,17669228,17670831,17672572,17680438,	17662466,17662912,17663651,17669337,17670922,17672700,17680673,	0	CECR1	cmpl	cmpl	2,0,1,0,2,0,0,
1116	NM_001104554	chr15	+	69606741	69699976	69652419	69696161	9	69606741,69629679,69652304,69672221,69677015,69681992,69689806,69692312,69695919,	69607133,69629840,69652470,69672349,69677221,69682119,69689903,69692454,69699976,	0	PAQR5	cmpl	cmpl	-1,-1,0,0,2,1,2,0,1,
838	NM_001164267	chr6	-	33246879	33257304	33247052	33256947	15	33246879,33247273,33247540,33248204,33248450,33254571,33254867,33255131,33255390,33255741,33255924,33256134,33256390,33256580,33256878,	33247151,33247387,33247636,33248299,33248764,33254671,33255003,33255282,33255495,33255803,33256012,33256247,33256471,33256628,33257304,	0	WDR46	cmpl	cmpl	0,0,0,1,2,1,0,2,2,0,2,0,0,0,0,
818	NM_001164239	chr6	-	30620895	30640830	30621018	30640759	20	30620895,30622482,30622951,30623211,30623974,30624167,30624373,30624728,30627248,30627512,30627808,30630403,30630687,30632577,30632847,30633255,30638186,30638566,30638812,30640732,	30621147,30622656,30623113,30623374,30624042,30624286,30624536,30624869,30627401,30627611,30628019,30630519,30630798,30632769,30633051,30633510,30638243,30638729,30639051,30640830,	0	DHX16	cmpl	cmpl	0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,
598	NM_001171039	chrX	+	1734025	1761974	1734092	1761907	7	1734025,1742031,1743161,1746595,1748713,1755330,1761695,	1734161,1742206,1743291,1746664,1748832,1755453,1761974,	0	ASMT	cmpl	cmpl	0,0,1,2,2,1,1,
670	NR_038972	chr20	-	11247306	11254031	11254031	11254031	2	11247306,11253981,	11249530,11254031,	0	LOC339593	unk	unk	-1,-1,
1719	NM_016153	chrX	-	148674182	148676974	148674251	148676360	2	148674182,148675796,	148674959,148676974,	0	HSFX1	cmpl	cmpl	0,0,
1155	NM_016170	chr2	+	74741595	74744275	74741933	74743316	3	74741595,74742759,74743099,	74742333,74742997,74744275,	0	TLX2	cmpl	cmpl	0,1,2,
594	NM_012217	chr16	+	1306272	1308494	1306281	1308377	5	1306272,1306516,1306797,1308059,1308332,	1306363,1306688,1307063,1308223,1308494,	0	TPSD1	cmpl	cmpl	0,1,2,1,0,
755	NM_020346	chr11	+	22359666	22401046	22360079	22399286	12	22359666,22363073,22364792,22380958,22382442,22384284,22387092,22391584,22396300,22397527,22398090,22398950,	22360165,22363326,22364911,22381073,22382530,22384371,22387235,22391734,22396433,22397638,22398218,22401046,	0	SLC17A6	cmpl	cmpl	0,2,0,2,0,1,1,0,0,1,1,0,
818	NM_001134870	chr6	-	30644165	30655093	30645045	30653795	4	30644165,30646955,30652184,30654890,	30645065,30647166,30653823,30655093,	0	PPP1R18	cmpl	cmpl	1,0,0,-1,
102	NM_017769	chr14	+	31028328	31089046	31050285	31085740	15	31028328,31050281,31055923,31058588,31061528,31062679,31066625,31067688,31070975,31071204,31074710,31077093,31081412,31084554,31085483,	31028478,31050322,31056021,31058690,31061653,31062845,31066732,31067805,31071100,31071337,31075018,31077275,31081585,31084745,31089046,	0	G2E3	cmpl	cmpl	-1,0,1,0,0,2,0,2,2,1,2,1,0,2,1,
704	NR_003088	chr21	+	15646119	15663706	15663706	15663706	5	15646119,15651916,15659870,15660724,15663606,	15646478,15651978,15660018,15660867,15663706,	0	ABCC13	unk	unk	-1,-1,-1,-1,-1,
1722	NM_001013845	chrX	-	149100414	149106716	149100761	149102092	5	149100414,149101839,149102222,149105650,149106410,	149100985,149102121,149102355,149105698,149106716,	0	CXorf40B	cmpl	cmpl	1,0,-1,-1,-1,
1232	NM_058248	chr1	+	84874033	84880691	84878108	84880551	4	84874033,84876520,84878031,84880210,	84874201,84876682,84878229,84880691,	0	DNASE2B	cmpl	cmpl	-1,-1,0,1,
1413	NM_021815	chr2	+	108602994	108630443	108604611	108627317	9	108602994,108604560,108608561,108609427,108614293,108618352,108622504,108624920,108626687,	108603219,108604789,108608675,108609583,108614442,108618496,108622658,108625138,108630443,	0	SLC5A7	cmpl	cmpl	-1,0,1,1,1,0,0,1,0,
2436	NM_001287249	chr2	+	242673993	242708231	242681901	242707384	9	242673993,242680447,242681849,242683036,242684123,242689565,242690660,242695263,242707124,	242674110,242680505,242681989,242683230,242684292,242689709,242690803,242695429,242708231,	0	D2HGDH	cmpl	cmpl	-1,-1,0,1,0,1,1,0,1,
10	NM_001128627	chr18	-	12446510	12656731	12449636	12635072	16	12446510,12452253,12452483,12453066,12454344,12463349,12464866,12479697,12493070,12496014,12506475,12512452,12535474,12546672,12635060,12656649,	12449895,12452390,12452511,12453137,12454482,12463492,12464957,12479870,12493200,12496101,12506640,12512530,12535600,12546903,12635095,12656731,	0	SPIRE1	cmpl	cmpl	2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,-1,
10	NM_001128626	chr18	-	12446510	12657912	12449636	12657865	17	12446510,12452253,12452483,12453066,12454344,12463349,12464866,12479697,12485957,12493070,12496014,12506475,12512452,12535474,12546672,12635060,12657528,	12449895,12452390,12452511,12453137,12454482,12463492,12464957,12479870,12485999,12493200,12496101,12506640,12512530,12535600,12546903,12635095,12657912,	0	SPIRE1	cmpl	cmpl	2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,
767	NM_020345	chr3	-	23933571	23958537	23934585	23952395	5	23933571,23942298,23952301,23952819,23958274,	23934828,23942540,23952412,23952941,23958537,	0	NKIRAS1	cmpl	cmpl	0,1,0,-1,-1,
1007	NM_001145458	chr19	+	55417507	55424439	55417545	55424239	6	55417507,55417656,55417880,55420603,55421377,55424057,	55417579,55417692,55418165,55420882,55421425,55424439,	0	NCR1	cmpl	cmpl	0,1,1,1,1,1,
1007	NM_001145457	chr19	+	55417507	55424439	55417545	55424239	7	55417507,55417656,55417880,55420603,55421377,55423538,55424057,	55417579,55417692,55418165,55420882,55421425,55423586,55424439,	0	NCR1	cmpl	cmpl	0,1,1,1,1,1,1,
973	NM_014551	chr22	+	50946644	50958191	50946766	50957788	9	50946644,50954875,50955855,50956005,50956169,50956401,50956561,50957077,50957618,	50946874,50954977,50955911,50956090,50956238,50956481,50956707,50957161,50958191,	0	NCAPH2	cmpl	cmpl	0,0,0,2,0,0,2,1,1,
122	NM_001981	chr1	-	51819934	51984995	51822371	51984903	25	51819934,51826842,51829537,51831624,51860052,51864703,51866589,51868106,51869090,51871576,51873806,51875206,51887457,51906018,51910560,51912631,51913717,51926762,51929344,51930932,51934144,51937361,51938530,51946944,51984870,	51822518,51827027,51829700,51831701,51860119,51864837,51866625,51868197,51869204,51871780,51874004,51875368,51887530,51906104,51910717,51912777,51913807,51926822,51929470,51930998,51934240,51937409,51938620,51946986,51984995,	0	EPS15	cmpl	cmpl	0,1,0,1,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,
88	NM_004996	chr16	+	16043433	16236930	16043608	16235138	31	16043433,16101672,16103632,16108347,16110352,16126965,16130328,16138306,16139692,16141998,16146580,16149948,16162012,16165498,16170182,16173208,16177222,16180680,16184261,16196483,16200594,16205231,16208622,16215831,16218645,16219666,16225645,16228206,16230334,16232220,16235029,	16043656,16101849,16103758,16108485,16110478,16127027,16130460,16138537,16139870,16142160,16146673,16150152,16162159,16165586,16170258,16173335,16177399,16180848,16184445,16196574,16200730,16205439,16208933,16216031,16218772,16219768,16225792,16228365,16230501,16232415,16236930,	0	ABCC1	cmpl	cmpl	0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,2,0,0,0,1,2,0,1,0,2,0,0,0,0,2,2,
921	NM_025165	chr15	-	44064797	44069502	44065313	44069099	11	44064797,44065501,44066379,44066673,44066793,44067503,44067722,44067919,44068236,44068706,44068967,	44065424,44065546,44066551,44066716,44066971,44067579,44067808,44068121,44068349,44068742,44069502,	0	ELL3	cmpl	cmpl	0,0,2,1,0,2,0,2,0,0,0,
1643	NM_020119	chr7	-	138728265	138794465	138732339	138794077	13	138728265,138738196,138738710,138739950,138745781,138749624,138758601,138761031,138763297,138764215,138768525,138774369,138793769,	138732599,138738327,138738841,138740041,138745884,138749745,138758776,138761155,138763399,138764989,138768778,138774505,138794465,	0	ZC3HAV1	cmpl	cmpl	1,2,0,2,1,0,2,1,1,1,0,2,0,
779	NR_003348	chr15	+	25475984	25476066	25476066	25476066	1	25475984,	25476066,	0	SNORD115-33	unk	unk	-1,
1696	NM_130849	chr8	-	145637797	145642279	145637921	145642173	12	145637797,145638142,145638620,145638896,145639133,145639341,145639645,145640108,145640357,145640610,145641193,145641981,	145638050,145638330,145638773,145638951,145639265,145639479,145639818,145640280,145640494,145640803,145641475,145642279,	0	SLC39A4	cmpl	cmpl	0,1,1,0,0,0,1,0,1,0,0,0,
102	NM_001193336	chr22	-	30920916	30942669	30920983	30942669	12	30920916,30921336,30921597,30921812,30925073,30925275,30927889,30928511,30928783,30929982,30934813,30942615,	30921096,30921506,30921737,30921919,30925157,30925336,30927985,30928700,30928843,30930026,30934889,30942669,	0	SEC14L6	cmpl	cmpl	1,2,0,1,1,0,0,0,0,1,0,0,
730	NR_026651	chr22	+	19010136	19011063	19011063	19011063	1	19010136,	19011063,	0	DGCR10	unk	unk	-1,
1611	NM_177400	chr10	-	134598319	134599537	134598419	134599452	3	134598319,134598783,134599046,	134598674,134598956,134599537,	0	NKX6-2	cmpl	cmpl	0,1,0,
791	NR_000009	chr17	+	27050698	27050772	27050772	27050772	1	27050698,	27050772,	0	SNORD4B	unk	unk	-1,
2371	NM_001190267	chr2	+	234160216	234204320	234172670	234202996	18	234160216,234164747,234171775,234172641,234173537,234178647,234181611,234182366,234183321,234186213,234189750,234191327,234198499,234198893,234200773,234201032,234201901,234202902,	234160588,234164841,234171881,234172711,234173789,234178713,234181698,234182423,234183424,234186319,234189821,234191399,234198620,234198999,234200923,234201080,234202003,234204320,	0	ATG16L1	cmpl	cmpl	-1,-1,-1,0,2,2,2,2,2,0,1,0,0,1,2,2,2,2,
2371	NM_001190266	chr2	+	234160216	234204320	234171818	234202996	18	234160216,234164747,234171775,234172637,234173537,234178647,234181611,234182366,234183321,234186213,234189750,234191327,234198499,234198893,234200773,234201032,234201901,234202902,	234160586,234164841,234171881,234172711,234173789,234178713,234181698,234182423,234183424,234186319,234189821,234191399,234198620,234198999,234200923,234201080,234202003,234204320,	0	ATG16L1	cmpl	cmpl	-1,-1,0,0,2,2,2,2,2,0,1,0,0,1,2,2,2,2,
1057	NM_020882	chr20	+	61924537	61962285	61926459	61961010	36	61924537,61926449,61929261,61936768,61937232,61938841,61939322,61939893,61940684,61941109,61941732,61942745,61942976,61943267,61943771,61944143,61944468,61945094,61945423,61946755,61947904,61950409,61950838,61951390,61951642,61952364,61953409,61956792,61957019,61957447,61958103,61959303,61959430,61959682,61960936,61962071,	61924627,61926541,61929372,61936912,61937391,61939000,61939442,61940058,61940849,61941267,61941862,61942891,61943100,61943407,61943901,61944286,61944601,61945243,61945553,61946791,61948043,61950552,61950948,61951549,61951720,61952451,61953463,61956846,61957073,61957501,61958175,61959339,61959479,61959850,61961013,61962285,	0	COL20A1	cmpl	cmpl	-1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,
1538	NM_001145290	chr11	+	124933012	124960412	124933263	124958030	18	124933012,124946652,124947125,124947345,124949007,124949579,124950509,124951316,124951649,124952139,124953710,124954129,124954720,124954961,124955290,124955472,124955849,124958014,	124933322,124946734,124947219,124947424,124949143,124949656,124950676,124951354,124951802,124952230,124953773,124954215,124954769,124955035,124955369,124955570,124955914,124960412,	0	SLC37A2	cmpl	cmpl	0,2,0,1,2,0,2,1,0,0,1,1,0,1,0,1,0,2,
1134	NR_029598	chr6	-	72086662	72086734	72086734	72086734	1	72086662,	72086734,	0	MIR30C2	unk	unk	-1,
1136	NR_029603	chr11	-	72326106	72326174	72326174	72326174	1	72326106,	72326174,	0	MIR139	unk	unk	-1,
819	NR_002781	chr20	-	30776948	30778163	30778163	30778163	1	30776948,	30778163,	0	TSPY26P	unk	unk	-1,
1771	NM_173657	chr3	-	155480400	155524055	155481305	155520365	6	155480400,155485297,155493489,155520320,155523385,155523927,	155481707,155485458,155493637,155520380,155523512,155524055,	0	C3orf33	cmpl	cmpl	0,1,0,0,-1,-1,
1064	NM_001136506	chr11	-	62847411	62911693	62847411	62911251	10	62847411,62848391,62849029,62850714,62863462,62871646,62886383,62886652,62902136,62910849,	62847472,62848595,62849138,62850929,62863578,62871770,62886552,62886807,62902240,62911693,	0	SLC22A24	cmpl	cmpl	2,2,1,2,0,2,1,2,0,0,
18	NM_001160011	chr1	+	76540388	77042892	76540551	77042540	4	76540388,76779489,76877692,77042530,	76540569,76779684,76878102,77042892,	0	ST6GALNAC3	cmpl	cmpl	0,0,0,2,
613	NM_001258430	chr20	-	3734145	3748452	3734704	3740747	6	3734145,3735043,3736115,3739182,3740728,3747855,	3734805,3735166,3736254,3739325,3740833,3748452,	0	C20orf27	cmpl	cmpl	1,1,0,1,0,-1,
1609	NM_001080538	chr7	+	134233848	134264592	134249371	134264301	12	134233848,134241487,134249349,134252909,134254164,134256355,134260171,134260572,134261100,134261714,134262455,134264258,	134234001,134241611,134249521,134253077,134254281,134256433,134260294,134260679,134261182,134261798,134262538,134264592,	0	AKR1B15	cmpl	cmpl	-1,-1,0,0,0,0,0,0,2,0,0,2,
918	NM_004046	chr18	-	43664109	43678319	43664247	43678197	12	43664109,43664469,43666078,43666352,43666973,43667306,43668074,43669531,43669788,43671647,43675018,43678137,	43664329,43664620,43666223,43666460,43667198,43667458,43668223,43669698,43669962,43671817,43675097,43678319,	0	ATP5A1	cmpl	cmpl	2,1,0,0,0,1,2,0,0,1,0,0,
250	NM_001145674	chr4	-	186506597	186578123	186508780	186577792	15	186506597,186510832,186515039,186532933,186535984,186536198,186539738,186541216,186544067,186547985,186551702,186567821,186570620,186573815,186577768,	186508842,186510939,186515089,186533134,186536113,186536313,186539785,186541305,186545648,186548173,186551752,186567936,186570810,186573882,186578123,	0	SORBS2	cmpl	cmpl	1,2,0,0,0,2,0,1,1,2,0,2,1,0,0,
893	NM_001136493	chr1	+	40420783	40435640	40420964	40435240	14	40420783,40422758,40424333,40430882,40431142,40431528,40432272,40432482,40432757,40433299,40433475,40434005,40434240,40435176,	40421057,40422893,40424497,40431006,40431221,40431686,40432363,40432604,40432841,40433383,40433588,40434149,40434417,40435640,	0	MFSD2A	cmpl	cmpl	0,0,0,2,0,1,0,1,0,0,0,2,2,2,
1815	NM_000530	chr1	-	161274524	161279762	161275665	161279695	6	161274524,161275897,161276118,161276497,161277047,161279628,	161275767,161275958,161276254,161276711,161277214,161279762,	0	MPZ	cmpl	cmpl	0,2,1,0,1,0,
